Player,Team,Pos,Speed,Power,Speed+Power,Def Boost,EPM,EPM Off,EPM Def,Off -12,Off -11,Off -10,Off -9,Off -8,Off -7,Off -6,Off -5,Off -4,Off -3,Off -2,Off -1,Off +0,Off +1,Off +2,Off +3,Off +4,Off +5,Off +6,Off +7,Off +8,Off +9,Off +10,Off +11,Off +12,Off +13,Off +14,Off +15,Off +16,Off +17,Off +18,Total Advantages,Total Disadvantages,Neutral Matchups,Adv by Speed,Adv by Power,Adv by Both,Off Adv Magnitude,Off Dis Magnitude,Off Net Magnitude,Off Mean Roll Bonus,Off Max,Off Min,Off Blunted by Opp Def,Off Neutralised by Opp Def,Def -12,Def -11,Def -10,Def -9,Def -8,Def -7,Def -6,Def -5,Def -4,Def -3,Def -2,Def -1,Def +0,Def +1,Def +2,Def +3,Def +4,Def +5,Def +6,Def +7,Def +8,Def +9,Def +10,Def +11,Def +12,Def +13,Def +14,Def +15,Def +16,Def +17,Def +18,Advantages Allowed,Penalties Forced,Neutrals Allowed,Def Magnitude Allowed,Def Net Magnitude,Def Mean Allowed,Def Blunted (his Def Boost),Def Neutralised (his Def Boost),Net Edge,Budget Net Edge,Def Boost Credit,Net Edge z,EPM z,Residual,Off Residual,Def Residual
Will Richard,GSW,SG,8,6,14,0,-1.7299,-1.7103,-0.0196,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.6484,-0.138,-0.0168,-0.7245
Ron Holland,DET,SF,8,9,17,3,-0.4832,-3.0162,2.533,0,0,0,0,0,0,1,1,5,9,19,45,66,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,207,80,66,36,100,71,532,141,391,1.1076,7,-6,45,16,0,0,0,0,0,0,0,3,9,9,16,37,161,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,0,0,0,118,74,161,313,166,0.4703,589,126,0.6374,-0.9037,1.5411,0.1471,-0.1202,0.2673,1.2197,-1.5719
Jose Alvarado,NYK,PG,12,6,18,1,0.0329,-0.7554,0.7883,0,0,0,0,0,0,1,1,5,11,20,18,43,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,56,43,205,0,49,1046,122,924,2.6176,10,-6,92,16,0,0,0,0,0,0,0,0,2,7,13,29,82,42,37,49,29,22,16,9,4,7,2,1,1,1,0,0,0,0,0,220,51,82,799,715,2.0255,266,46,0.5921,0.0992,0.4929,0.1379,0.0984,0.0395,0.5961,-0.7541
Kobe Sanders,LAC,SG,9,6,15,1,-1.3095,-1.874,0.5645,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,69,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,242,42,69,935,861,2.4391,280,38,-2.2096,-2.9093,0.6997,-0.4313,-0.4703,0.039,0.3016,-0.7418
John Konchar,2TM,SG,8,6,14,1,-1.8614,-2.9158,1.0544,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,55,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,260,38,55,1030,962,2.7252,292,32,-3.1303,-3.9122,0.7819,-0.6184,-0.7041,0.0857,0.6115,-1.2842
Kyle Anderson,TOR,SF,6,6,12,0,-3.003,-2.8798,-0.1233,0,0,0,1,0,2,9,14,33,47,55,71,61,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,232,61,11,31,18,105,601,-496,-1.4051,4,-9,4,4,0,0,0,0,0,0,0,0,0,2,7,9,14,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,321,18,14,1626,1597,4.5241,0,0,-5.9292,-5.9178,-0.0113,-1.187,-1.1878,0.0008,0.2253,-1.0564
Yves Missi,NOP,C,6,10,16,1,-1.0873,-1.7958,0.7085,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,75,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,249,29,75,956,904,2.5609,294,45,-1.2125,-1.9065,0.6941,-0.2288,-0.3762,0.1474,0.6721,-0.9176
Jericho Sims,MIL,C,3,6,9,-2,-4.1537,-1.7149,-2.4388,0,0,0,2,6,8,21,30,53,51,48,47,38,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,266,38,0,48,1,82,906,-824,-2.3343,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,9,13,22,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,348,1,4,2330,2329,6.5977,0,0,-8.932,-8.9263,-0.0057,-1.7971,-1.6753,-0.1218,-0.7233,0.0247
Jaylin Williams,OKC,PF,8,12,20,2,0.9015,-0.9974,1.8989,0,0,0,0,0,0,0,0,1,4,8,16,38,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,286,29,38,9,179,98,1196,48,1148,3.2521,10,-4,85,18,0,0,0,0,0,0,1,5,10,13,31,45,133,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,0,115,105,133,355,138,0.3909,352,84,2.8612,2.1048,0.7564,0.5989,0.4664,0.1325,0.9554,-0.9958
Mitchell Robinson,BOS,C,8,12,20,2,1.1666,-0.4827,1.6494,0,0,0,0,0,0,0,0,1,4,8,16,38,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,286,29,38,9,179,98,1196,48,1148,3.2521,10,-4,85,18,0,0,0,0,0,0,1,5,10,13,31,45,133,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,0,115,105,133,355,138,0.3909,352,84,2.8612,2.1048,0.7564,0.5989,0.5787,0.0202,0.6872,-0.7826
Ryan Nembhard,ATL,PG,9,5,14,-1,-1.9199,-1.0116,-0.9083,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.7289,-0.0667,-0.2394,-0.1516
Andre Drummond,NYK,C,5,10,15,0,-1.4039,-1.3883,-0.0156,0,0,0,0,0,1,2,5,13,15,23,30,63,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,201,89,63,0,185,16,654,217,437,1.238,8,-7,49,16,0,0,0,0,0,0,0,0,0,1,5,10,14,33,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,323,16,14,1536,1513,4.2861,0,0,-3.0482,-2.9093,-0.1388,-0.6017,-0.5103,-0.0914,0.4191,-1.0454
Ryan Dunn,PHX,SF,8,9,17,1,-0.675,-1.9251,1.2501,0,0,0,0,0,0,1,1,5,9,19,45,66,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,207,80,66,36,100,71,532,141,391,1.1076,7,-6,45,16,0,0,0,0,0,0,0,3,9,9,16,37,84,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,0,195,74,84,658,511,1.4476,244,49,-0.3399,-0.9037,0.5637,-0.0515,-0.2015,0.15,0.651,-0.8987
Micah Potter,POR,C,6,11,17,-1,-0.5559,0.513,-1.0689,0,0,0,0,0,0,1,2,5,13,15,23,46,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,248,59,46,0,219,29,902,128,774,2.1926,9,-6,66,17,0,0,0,0,0,0,0,0,1,5,10,15,32,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,290,31,32,1213,1159,3.2833,0,0,-1.0907,-0.9037,-0.187,-0.204,-0.151,-0.053,-0.2211,0.2883
Ousmane Dieng,MIL,C,4,5,9,-2,-4.231,-2.502,-1.7289,0,0,1,1,5,9,19,45,51,59,66,43,29,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,299,29,3,19,3,37,1017,-980,-2.7762,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,16,37,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,342,3,8,2174,2171,6.1501,0,0,-8.9263,-8.9263,0,-1.7959,-1.708,-0.0879,-0.4754,-0.3881
Caris LeVert,MIL,SG,7,6,13,0,-2.544,-2.7301,0.186,0,0,0,0,1,1,5,13,27,33,49,70,67,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,199,67,38,23,26,152,485,-333,-0.9433,5,-8,7,5,0,0,0,0,0,0,0,0,0,6,8,12,23,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,304,26,23,1455,1409,3.9915,0,0,-4.9348,-4.915,-0.0198,-0.985,-0.9933,0.0083,0.3169,-1.0902
Sidy Cissoko,POR,SF,7,5,12,0,-2.7863,-2.8791,0.0927,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.096,-0.0916,0.2353,-1.2544
Taylor Hendricks,MEM,PF,6,7,13,0,-2.5458,-2.0664,-0.4794,0,0,0,0,1,1,5,9,19,45,51,59,75,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,190,75,8,59,21,178,462,-284,-0.8045,5,-8,12,10,0,0,0,0,0,0,0,0,0,3,9,9,15,37,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,317,21,15,1499,1463,4.1445,0,0,-4.949,-4.915,-0.034,-0.9879,-0.9941,0.0062,0.022,-0.5879
Day'Ron Sharpe,BKN,C,8,13,21,1,1.2747,-0.0792,1.354,0,0,0,0,0,0,0,0,1,2,5,13,27,26,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,305,21,27,4,198,103,1486,33,1453,4.1161,11,-4,95,13,0,0,0,0,0,0,1,5,10,15,33,48,92,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,0,0,149,112,92,490,260,0.7365,191,42,3.3796,3.1076,0.272,0.7042,0.6245,0.0797,0.7944,-0.6797
Olivier-Maxence Prosper,MEM,PF,8,10,18,-1,-0.1624,0.5228,-0.6852,0,0,0,0,0,0,0,1,3,7,12,30,69,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,231,53,69,30,124,77,711,92,619,1.7535,8,-5,58,22,0,0,0,0,0,0,1,3,11,9,23,34,49,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,81,49,814,642,1.8187,0,0,-0.0652,0.0992,-0.1643,0.0043,0.0157,-0.0113,-0.3875,0.5942
Corey Kispert,ATL,SF,7,6,13,-2,-2.3993,-0.716,-1.6832,0,0,0,0,1,1,5,13,27,33,49,70,67,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,199,67,38,23,26,152,485,-333,-0.9433,5,-8,7,5,0,0,0,0,0,0,0,0,0,6,8,12,23,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,304,26,23,1455,1409,3.9915,0,0,-4.9348,-4.915,-0.0198,-0.985,-0.932,-0.053,-0.7328,0.5068
Pat Spencer,PHX,PG,7,5,12,-2,-2.9386,-1.2368,-1.7018,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.1605,-0.0271,-0.6207,0.2788
Baylor Scheierman,BOS,SG,10,7,17,1,-0.3787,-0.9052,0.5265,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,77,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,202,74,77,693,545,1.5439,242,40,-0.3909,-0.9037,0.5127,-0.0619,-0.076,0.0141,0.1361,-0.3221
Mike Conley,BOS,PG,10,5,15,0,-1.4544,-1.2243,-0.23,0,0,0,0,0,2,0,10,21,19,31,21,60,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,189,104,60,167,0,22,562,288,274,0.7762,8,-7,56,24,0,0,0,0,0,0,0,0,0,2,7,13,28,36,43,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,303,22,28,1390,1357,3.8442,0,0,-3.068,-2.9093,-0.1586,-0.6057,-0.5317,-0.0741,0.1639,-0.671
Quenton Jackson,IND,PG,10,6,16,0,-1.1765,-0.6976,-0.4789,0,0,0,0,0,1,1,3,16,20,30,30,61,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,191,101,61,142,2,47,564,242,322,0.9122,8,-7,57,25,0,0,0,0,0,0,0,0,2,7,13,26,36,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,269,48,36,1133,1052,2.9802,0,0,-2.068,-1.9065,-0.1615,-0.4026,-0.414,0.0114,-0.0606,-0.0845
Jaxson Hayes,UTA,C,6,10,16,0,-1.0506,-0.7077,-0.3429,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.3606,-0.0373,0.1049,-0.3796
Alex Caruso,OKC,SG,12,10,22,3,1.7543,-0.9721,2.7264,0,0,0,0,0,0,0,0,0,2,1,7,49,25,46,54,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,294,10,49,93,40,161,1193,15,1178,3.3371,10,-3,111,20,0,0,0,0,2,7,10,19,24,32,46,33,144,15,7,9,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,173,144,82,-455,-1.289,293,99,4.6261,4.1105,0.5156,0.9574,0.8277,0.1298,0.9735,-0.9759
Craig Porter Jr.,CLE,PG,10,6,16,0,-1.0739,-1.3414,0.2674,0,0,0,0,0,1,1,3,16,20,30,30,61,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,191,101,61,142,2,47,564,242,322,0.9122,8,-7,57,25,0,0,0,0,0,0,0,0,2,7,13,26,36,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,269,48,36,1133,1052,2.9802,0,0,-2.068,-1.9065,-0.1615,-0.4026,-0.3705,-0.0321,0.2749,-0.7222
Jordan Clarkson,NYK,SG,8,6,14,-1,-1.7627,-1.0464,-0.7163,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.6623,-0.1241,-0.3628,-0.1293
Kasparas Jakučionis,MIL,PG,10,7,17,0,-0.6006,-0.3692,-0.2314,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,37,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,242,74,37,935,787,2.2295,0,0,-1.0765,-0.9037,-0.1728,-0.2011,-0.17,-0.0312,-0.1433,0.0288
Jordan Walsh,BOS,PF,9,10,19,1,0.3614,-0.7195,1.0809,0,0,0,0,0,0,0,1,1,5,9,19,69,42,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,249,35,69,48,99,102,781,61,720,2.0397,8,-5,70,25,0,0,0,0,0,0,3,9,9,16,37,36,93,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,0,0,150,110,93,463,206,0.5836,195,45,1.4561,1.102,0.3541,0.3134,0.2376,0.0758,0.3651,-0.3803
Javonte Green,DET,SG,12,8,20,2,0.8019,-1.101,1.9029,0,0,0,0,0,0,0,1,1,3,16,20,44,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,268,41,44,148,14,106,1063,70,993,2.813,10,-5,94,15,0,0,0,0,0,0,2,7,13,26,37,36,126,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,0,0,106,121,126,288,1,0.0028,343,83,2.8102,2.1048,0.7054,0.5885,0.4242,0.1643,0.8481,-0.8313
Nicolas Batum,LAC,PF,5,7,12,-1,-2.8949,-2.2342,-0.6607,0,0,0,0,1,3,7,12,30,48,53,59,59,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,213,59,1,65,15,165,560,-395,-1.119,5,-8,10,8,0,0,0,0,0,0,0,0,0,1,3,11,8,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,330,15,8,1724,1704,4.8272,0,0,-5.9462,-5.9178,-0.0283,-1.1905,-1.142,-0.0485,-0.0061,-0.7284
Adem Bona,PHI,C,5,9,14,0,-1.9817,-2.2902,0.3085,0,0,0,0,0,1,4,8,16,21,32,53,47,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,171,135,47,0,155,16,453,315,138,0.3909,7,-7,33,9,0,0,0,0,0,0,0,0,0,1,5,10,12,31,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,325,16,12,1575,1552,4.3966,0,0,-4.0057,-3.9122,-0.0935,-0.7962,-0.7551,-0.0412,0.5779,-1.3701
Josh Okogie,UTA,SG,10,7,17,1,-0.4493,-1.5521,1.1028,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,77,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,202,74,77,693,545,1.5439,242,40,-0.3909,-0.9037,0.5127,-0.0619,-0.1059,0.044,0.4733,-0.8145
Jarred Vanderbilt,LAL,PF,6,6,12,0,-2.6974,-2.3428,-0.3547,0,0,0,1,0,2,9,14,33,47,55,71,61,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,232,61,11,31,18,105,601,-496,-1.4051,4,-9,4,4,0,0,0,0,0,0,0,0,0,2,7,9,14,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,321,18,14,1626,1597,4.5241,0,0,-5.9292,-5.9178,-0.0113,-1.187,-1.0583,-0.1287,-0.0546,-0.8587
Jared McCain,OKC,SG,8,5,13,-1,-2.1062,-0.8641,-1.2421,0,0,0,0,1,2,2,22,29,26,45,51,67,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,108,178,67,86,1,21,224,479,-255,-0.7224,6,-8,15,10,0,0,0,0,0,0,0,0,0,2,7,12,20,32,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,312,21,20,1527,1495,4.2351,0,0,-4.9575,-4.915,-0.0425,-0.9896,-0.8078,-0.1818,-0.5745,0.0245
Quinten Post,MEM,PF,7,11,18,0,0.0089,-0.1393,0.1482,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,44,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,249,60,44,956,844,2.3909,0,0,-0.0907,0.0992,-0.1898,-0.0008,0.0882,-0.0891,0.1584,-0.3653
Anthony Gill,WAS,PF,4,6,10,-2,-3.6783,-1.9349,-1.7434,0,0,0,1,3,7,12,30,48,53,59,52,37,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,265,37,2,45,4,84,825,-741,-2.0992,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,1,3,10,9,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,339,4,10,2063,2058,5.83,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.4738,-0.1195,-0.5222,-0.2372
T.J. McConnell,IND,PG,13,7,20,0,0.9528,0.8239,0.129,0,0,0,0,0,0,0,1,1,5,11,20,32,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,283,38,32,203,0,80,1329,66,1263,3.5779,11,-5,107,15,0,0,0,0,0,0,0,2,7,13,29,37,45,42,37,49,29,22,16,9,4,7,2,1,1,1,0,0,0,0,0,220,88,45,799,627,1.7762,0,0,1.8017,2.1048,-0.3031,0.3836,0.4881,-0.1045,0.1259,-0.083
Nikola Jović,MIA,PF,5,8,13,1,-2.5312,-3.1128,0.5816,0,0,0,0,0,2,6,8,21,30,53,51,61,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,121,171,61,1,105,15,283,421,-138,-0.3909,6,-7,24,14,0,0,0,0,0,0,0,0,0,1,5,9,34,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,304,15,34,1317,1295,3.6686,326,22,-4.0595,-4.915,0.8555,-0.8072,-0.9879,0.1807,0.7194,-1.2884
Sharife Cooper,WAS,PG,7,4,11,-2,-3.3627,-1.2901,-2.0725,0,0,0,1,2,2,22,29,26,45,51,58,53,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,236,53,55,0,9,116,715,-599,-1.6969,5,-9,5,3,0,0,0,0,0,0,0,0,0,0,2,7,11,21,32,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,333,9,11,1860,1849,5.238,0,0,-6.9348,-6.9207,-0.0142,-1.3913,-1.3401,-0.0512,-0.7105,0.3001
Robert Williams,POR,C,8,13,21,2,1.3797,-0.6004,1.9801,0,0,0,0,0,0,0,0,1,2,5,13,27,26,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,305,21,27,4,198,103,1486,33,1453,4.1161,11,-4,95,13,0,0,0,0,0,0,1,5,10,15,33,48,128,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,0,0,0,113,112,128,341,111,0.3144,340,78,3.8017,3.1076,0.6941,0.7899,0.669,0.121,1.066,-1.032
Josh Minott,BKN,PF,10,11,21,1,1.4137,0.0572,1.3565,0,0,0,0,0,0,0,0,1,1,5,9,46,42,42,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,291,16,46,43,102,146,1072,26,1046,2.9632,9,-4,98,28,0,0,0,0,0,3,9,9,16,37,36,49,76,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,0,0,0,118,159,76,313,-103,-0.2918,150,32,3.255,3.1076,0.1473,0.6789,0.6834,-0.0045,0.2996,-0.237
Tyrese Martin,PHI,SG,7,5,12,-1,-2.7759,-1.991,-0.7849,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.0915,-0.0961,-0.2276,-0.5046
Simone Fontecchio,MIA,SF,8,10,18,0,0.2723,0.7691,-0.4968,0,0,0,0,0,0,0,1,3,7,12,30,69,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,231,53,69,30,124,77,711,92,619,1.7535,8,-5,58,22,0,0,0,0,0,0,1,3,11,9,23,34,49,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,81,49,814,642,1.8187,0,0,-0.0652,0.0992,-0.1643,0.0043,0.1998,-0.1955,-0.5159,0.4333
Rayan Rupert,PHI,SG,3,3,6,-1,-5.7597,-4.3404,-1.4193,1,0,2,9,14,33,47,55,71,58,35,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,341,9,1,2,0,3,1557,-1554,-4.4023,1,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,15,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,352,0,1,2659,2659,7.5326,0,0,-11.9348,-11.9348,0,-2.4072,-2.3557,-0.0515,-0.1147,-1.2507
Bones Hyland,MIN,PG,12,7,19,0,0.447,0.5091,-0.062,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.2739,-0.0859,-0.041,0.0532
Gabe Vincent,ATL,PG,7,5,12,-1,-2.9051,-1.8302,-1.0749,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.1463,-0.0413,-0.3113,-0.2568
Isaiah Jackson,LAC,C,6,8,14,-1,-1.8977,-1.1858,-0.7119,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.7195,-0.0727,-0.2007,-0.2507
